ID,day,school,gender,male,eduYear,fLitComp,fLitBorr,fLitInfl,fLitDebt,fLitLoan,fLitDive,fLitFore,fLitLiqu,fLitInsu,fLitHrhr,fLitCompScore,fLitBorrScore,fLitInflScore,fLitDebtScore,fLitLoanScore,fLitDiveScore,fLitForeScore,fLitLiquScore,fLitInsuScore,fLitHrhrScore,score03,expScore03,overconfScore03,score10,expScore10,overconfScore10,fBehInve,fBehInfo,fBehInsu,fBehGameChgRank,fBehGameChgAmou,prefDiscNowS,prefDisc1MoS,prefDiscNowL,prefDisc1MoL,prefRiskAver,prefLossAver,gChgRsnSale,gChgRsnComp,gChgRsnEnjo,gChgRsnSpee,gChgRsnComf,gChgRsnLimi,gChgRsnChar,gChgRsnSupp
4045,20190904,20190904,1,1,11,4,2,1,3,1,2,3,1,2,1,0,1,0,1,1,0,1,1,1,1,1,,,7,4,-3,2,1,1,0,0,,,0,0,0,0,,,,,,,,
4046,20190904,20190904,2,0,11,1,1,1,1,2,3,3,3,2,1,1,0,0,0,0,0,1,0,1,1,2,,,4,5,1,0,0,0,0,0,,,0,0,1,1,,,,,,,,
4047,20190904,20190904,2,0,11,1,1,3,1,1,1,1,3,2,1,1,0,1,0,1,1,0,0,1,1,3,,,6,3,-3,0,1,1,0,0,,,1,1,0,1,,,,,,,,
4048,20190904,20190904,2,0,11,1,2,3,4,1,1,1,4,1,1,1,1,1,0,1,1,0,0,0,1,3,,,6,,,0,0,0,0,0,,,0,0,1,1,,,,,,,,
4049,20190904,20190904,2,0,11,1,3,1,1,1,1,3,1,2,1,1,0,0,0,1,1,1,1,1,1,3,,,7,7,0,2,1,1,0,0,,,0,0,1,1,,,,,,,,
4050,20190904,20190904,2,0,11,1,1,1,5,1,2,4,4,3,3,1,0,0,0,1,0,0,0,0,0,1,,,2,2,0,3,0,1,0,0,,,0,1,1,0,,,,,,,,
4051,20190904,20190904,2,0,11,1,2,2,4,1,1,3,4,3,1,1,1,0,0,1,1,1,0,0,1,3,,,6,2,-4,0,0,0,2,750,,,1,1,0,0,,,,,,,,
4052,20190904,20190904,2,0,11,1,2,1,3,2,1,4,2,2,1,1,1,0,1,0,1,0,0,1,1,3,,,6,5,-1,0,0,1,0,0,,,0,0,0,1,,,,,,,,
4053,20190904,20190904,2,0,11,1,3,1,4,2,3,3,1,2,1,1,0,0,0,0,0,1,1,1,1,2,,,5,5,0,1,1,1,1,250,,,0,0,1,0,,,,,,,,
4054,20190904,20190904,2,0,11,1,3,1,3,2,2,1,1,2,1,1,0,0,1,0,0,0,1,1,1,2,,,5,5,0,1,0,1,0,0,,,1,1,0,0,,,,,,,,
4055,20190904,20190904,2,0,11,1,1,3,3,1,2,4,3,2,1,1,0,1,1,1,0,0,0,1,1,2,,,6,5,-1,1,0,1,0,0,,,1,1,1,1,,,,,,,,
4056,20190904,20190904,2,0,11,1,1,3,5,3,1,1,2,2,1,1,0,1,0,0,1,0,0,1,1,3,,,5,2,-3,1,0,1,0,0,,,0,0,1,0,,,,,,,,
4057,20190904,20190904,2,0,11,1,2,1,3,1,3,4,4,3,3,1,1,0,1,1,0,0,0,0,0,1,,,4,2,-2,2,0,1,1,250,,,0,0,0,1,,,,,,,,
4058,20190904,20190904,2,0,11,1,2,3,1,1,1,3,1,2,1,1,1,1,0,1,1,1,1,1,1,3,,,9,8,-1,1,0,0,0,0,,,0,1,1,0,,,,,,,,
4059,20190904,20190904,1,1,11,1,1,3,1,1,2,1,3,2,1,1,0,1,0,1,0,0,0,1,1,2,,,5,8,3,2,0,1,0,0,,,0,1,0,0,,,,,,,,
4060,20190904,20190904,1,1,11,1,2,4,5,3,3,4,4,2,1,1,1,0,0,0,0,0,0,1,1,2,,,4,4,0,0,0,1,2,750,,,0,0,1,0,,,,,,,,
4061,20190904,20190904,1,1,11,1,2,3,5,1,1,3,4,2,1,1,1,1,0,1,1,1,0,1,1,3,,,8,6,-2,3,1,1,0,0,,,0,0,0,1,,,,,,,,
4062,20190904,20190904,1,1,11,1,3,3,4,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,3,,,6,6,0,3,0,1,0,0,,,0,1,0,0,,,,,,,,
4063,20190904,20190904,1,1,11,1,1,3,1,2,2,1,3,1,1,1,0,1,0,0,0,0,0,0,1,2,,,3,5,2,1,0,0,0,0,,,0,0,1,0,,,,,,,,
4064,20190904,20190904,1,1,11,1,1,3,5,1,1,1,4,2,1,1,0,1,0,1,1,0,0,1,1,3,,,6,5,-1,1,1,1,0,0,,,0,0,0,0,,,,,,,,
4065,20190904,20190904,1,1,11,1,2,3,1,2,1,2,3,2,2,1,1,1,0,0,1,0,0,1,0,2,,,5,5,0,1,1,1,0,0,,,0,0,1,0,,,,,,,,
4066,20190904,20190904,1,1,11,1,4,1,3,3,1,1,1,2,1,1,0,0,1,0,1,0,1,1,1,3,,,6,3,-3,2,0,1,7,40000,,,1,1,0,0,,,,,,,,
4067,20190904,20190904,1,1,11,4,4,4,5,3,1,4,4,1,3,0,0,0,0,0,1,0,0,0,0,1,,,1,1,0,0,0,0,0,0,,,0,0,1,0,,,,,,,,
4068,20190904,20190904,1,1,11,1,2,1,1,1,3,3,1,2,1,1,1,0,0,1,0,1,1,1,1,2,,,7,7,0,1,0,0,1,250,,,0,0,1,1,,,,,,,,
4069,20190904,20190904,1,1,11,1,1,1,1,3,3,1,4,3,3,1,0,0,0,0,0,0,0,0,0,1,,,1,3,2,3,1,1,0,0,,,1,1,0,1,,,,,,,,
4070,20190904,20190904,1,1,11,4,1,1,4,1,1,3,2,1,1,0,0,0,0,1,1,1,0,0,1,2,,,4,,,3,0,0,0,0,,,1,1,1,1,,,,,,,,
4071,20190904,20190904,1,1,11,1,2,4,1,3,1,1,4,1,2,1,1,0,0,0,1,0,0,0,0,2,,,3,5,2,3,1,1,0,0,,,0,0,0,0,,,,,,,,
4072,20190904,20190904,1,1,11,4,4,4,5,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,1,0,0,,,1,1,0,0,,,,,,,,
4073,20190904,20190904,1,1,11,1,1,1,2,3,1,3,1,3,1,1,0,0,0,0,1,1,1,0,1,3,,,5,7,2,1,1,1,1,250,,,0,0,0,0,,,,,,,,
4074,20190904,20190904,1,1,11,1,1,3,3,1,1,3,4,2,1,1,0,1,1,1,1,1,0,1,1,3,,,8,4,-4,1,1,1,0,0,,,0,1,1,1,,,,,,,,
4075,20190904,20190904,1,1,11,1,2,1,1,1,1,3,3,2,1,1,1,0,0,1,1,1,0,1,1,3,,,7,,,2,1,1,4,4000,,,0,0,1,1,,,,,,,,
4076,20190904,20190904,1,1,11,1,2,1,1,2,1,3,1,1,1,1,1,0,0,0,1,1,1,0,1,3,,,6,7,1,2,0,1,0,0,,,0,0,1,0,,,,,,,,
4077,20190904,20190904,1,1,11,1,1,4,5,2,2,4,4,2,1,1,0,0,0,0,0,0,0,1,1,2,,,3,2,-1,1,0,1,0,0,,,0,0,0,1,,,,,,,,
4078,20190904,20190904,1,1,11,1,2,3,4,1,1,3,1,2,2,1,1,1,0,1,1,1,1,1,0,2,,,8,5,-3,1,0,1,3,2000,,,0,0,1,0,,,,,,,,
4079,20190904,20190904,1,1,11,3,1,2,1,1,2,3,3,2,1,0,0,0,0,1,0,1,0,1,1,1,,,4,3,-1,1,0,0,0,0,,,0,0,1,1,,,,,,,,
4080,20190904,20190904,1,1,11,1,2,3,4,1,2,3,4,1,2,1,1,1,0,1,0,1,0,0,0,1,,,5,4,-1,2,1,1,0,0,,,1,0,0,0,,,,,,,,
4081,20190904,20190904,1,1,11,2,1,3,1,3,1,3,1,2,1,0,0,1,0,0,1,1,1,1,1,2,,,6,5,-1,3,1,1,3,2000,,,1,1,1,0,,,,,,,,
4082,20190904,20190904,1,1,11,1,3,1,1,2,1,1,4,2,1,1,0,0,0,0,1,0,0,1,1,3,,,4,6,2,2,1,0,1,250,,,0,0,1,0,,,,,,,,
4083,20190904,20190904,1,1,11,1,1,3,1,1,3,4,4,2,1,1,0,1,0,1,0,0,0,1,1,2,,,5,6,1,3,0,1,5,7500,,,0,0,0,0,,,,,,,,
6001,20191201,20191201,1,1,9,1,2,3,1,2,1,1,1,2,1,1,1,1,0,0,1,0,1,1,1,3,,,7,3,-4,2,1,1,0,0,,,0,1,1,0,,,,,,,,
6002,20191201,20191201,1,1,9,1,2,3,3,1,1,3,3,2,1,1,1,1,1,1,1,1,0,1,1,3,,,9,5,-4,1,0,1,6,20000,,,1,1,0,1,,,,,,,,
6003,20191201,20191201,1,1,9,1,3,3,1,1,1,3,4,3,1,1,0,1,0,1,1,1,0,0,1,3,,,6,3,-3,2,1,1,5,7500,,,1,1,0,0,,,,,,,,
6004,20191201,20191201,1,1,9,1,3,3,1,1,1,3,2,2,1,1,0,1,0,1,1,1,0,1,1,3,,,7,3,-4,2,0,1,6,20000,,,1,1,1,1,,,,,,,,
6005,20191201,20191201,1,1,9,3,2,3,1,2,3,3,1,2,1,0,1,1,0,0,0,1,1,1,1,1,,,6,3,-3,1,0,1,0,0,,,0,0,1,0,,,,,,,,
6006,20191201,20191201,1,1,9,1,2,3,3,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,3,,,7,3,-4,1,0,0,2,750,,,0,0,1,1,,,,,,,,
6007,20191201,20191201,2,0,9,3,1,3,3,3,1,4,4,2,1,0,0,1,1,0,1,0,0,1,1,2,,,5,1,-4,0,1,0,3,2000,,,1,1,1,0,,,,,,,,
6008,20191201,20191201,2,0,9,1,1,4,4,1,1,1,3,2,3,1,0,0,0,1,1,0,0,1,0,2,,,4,4,0,1,1,1,0,0,,,0,0,0,1,,,,,,,,
6009,20191201,20191201,2,0,9,3,3,4,3,1,1,3,2,2,1,0,0,0,1,1,1,1,0,1,1,2,,,6,0,-6,1,0,1,0,0,,,1,1,0,0,,,,,,,,
6010,20191201,20191201,1,1,9,1,1,3,4,3,1,1,3,1,1,1,0,1,0,0,1,0,0,0,1,3,,,4,10,6,3,1,1,5,7500,,,1,1,0,0,,,,,,,,
6011,20191201,20191201,1,1,9,1,2,3,3,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,1,3,,,7,3,-4,2,1,1,0,0,,,1,1,1,0,,,,,,,,
6012,20191201,20191201,2,0,9,1,2,3,3,2,1,3,3,2,1,1,1,1,1,0,1,1,0,1,1,3,,,8,3,-5,1,1,1,0,0,,,0,0,0,0,,,,,,,,
6013,20191201,20191201,1,1,9,1,2,3,5,1,1,3,4,1,1,1,1,1,0,1,1,1,0,0,1,3,,,7,4,-3,1,1,0,2,750,,,0,0,1,1,,,,,,,,
6014,20191201,20191201,2,0,9,1,3,3,2,1,1,3,2,2,1,1,0,1,0,1,1,1,0,1,1,3,,,7,2,-5,1,1,1,0,0,,,0,1,1,1,,,,,,,,
6015,20191201,20191201,1,1,9,1,2,3,1,2,1,1,2,2,1,1,1,1,0,0,1,0,0,1,1,3,,,6,2,-4,1,0,0,0,0,,,0,0,1,1,,,,,,,,
6016,20191201,20191201,2,0,9,1,2,3,1,1,1,3,3,2,1,1,1,1,0,1,1,1,0,1,1,3,,,8,3,-5,1,0,1,0,0,,,0,0,1,0,,,,,,,,
6017,20191201,20191201,2,0,9,4,4,4,5,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,1,2,,,3,0,-3,2,1,1,0,0,,,0,1,1,0,,,,,,,,
6018,20191201,20191201,2,0,9,1,2,1,3,2,1,3,3,3,1,1,1,0,1,0,1,1,0,0,1,3,,,6,3,-3,0,0,0,0,0,,,1,1,1,1,,,,,,,,
6019,20191201,20191201,2,0,9,1,2,3,1,1,2,3,3,1,1,1,1,1,0,1,0,1,0,0,1,2,,,6,5,-1,3,1,0,0,0,,,0,1,1,1,,,,,,,,
6020,20191201,20191201,2,0,9,1,2,4,5,2,2,2,4,1,1,1,1,0,0,0,0,0,0,0,1,2,,,3,7,4,2,0,1,0,0,,,0,0,0,0,,,,,,,,
6021,20191201,20191201,2,0,9,3,1,3,1,2,1,1,1,2,1,0,0,1,0,0,1,0,1,1,1,2,,,5,5,0,1,0,1,0,0,,,0,0,1,1,,,,,,,,
6022,20191201,20191201,1,1,9,2,1,3,1,1,2,1,3,2,1,0,0,1,0,1,0,0,0,1,1,1,,,4,0,-4,2,1,1,3,2000,,,1,1,1,1,,,,,,,,
6023,20191201,20191201,2,0,9,1,1,1,1,1,1,1,4,4,3,1,0,0,0,1,1,0,0,0,0,2,,,3,1,-2,2,0,1,0,0,,,0,0,1,0,,,,,,,,
6024,20191201,20191201,3,0,9,2,2,1,3,2,3,4,4,1,1,0,1,0,1,0,0,0,0,0,1,1,,,3,3,0,1,1,0,0,0,,,0,0,1,1,,,,,,,,
6025,20191201,20191201,1,1,9,1,1,2,1,3,3,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,,,1,5,4,1,0,1,4,4000,,,1,1,1,1,,,,,,,,
6026,20191201,20191201,1,1,9,4,4,4,5,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,4,4000,,,1,1,0,0,,,,,,,,
6027,20191201,20191201,2,0,9,1,3,4,5,3,3,4,4,2,1,1,0,0,0,0,0,0,0,1,1,2,,,3,2,-1,1,1,1,1,250,,,1,0,1,1,,,,,,,,
6028,20191201,20191201,1,1,9,1,2,4,1,1,2,4,4,3,3,1,1,0,0,1,0,0,0,0,0,1,,,3,6,3,0,0,1,6,20000,,,0,,1,0,,,,,,,,
6029,20191201,20191201,2,0,9,1,4,4,1,3,1,1,1,2,1,1,0,0,0,0,1,0,1,1,1,3,,,5,0,-5,1,1,1,0,0,,,0,1,1,1,,,,,,,,
6030,20191201,20191201,1,1,9,1,2,3,1,1,1,3,3,1,2,1,1,1,0,1,1,1,0,0,0,2,,,6,8,2,3,1,0,0,0,,,0,0,0,0,,,,,,,,
6031,20191201,20191201,2,0,9,1,1,3,3,2,1,1,1,2,1,1,0,1,1,0,1,0,1,1,1,3,,,7,10,3,0,1,1,8,50001,,,0,0,0,0,,,,,,,,
6032,20191201,20191201,1,1,9,1,1,3,5,3,1,4,4,2,1,1,0,1,0,0,1,0,0,1,1,3,,,5,3,-2,1,1,0,0,0,,,0,0,1,1,,,,,,,,
6033,20191201,20191201,1,1,9,1,2,4,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,3,,,7,7,0,3,0,1,3,2000,,,0,0,0,1,,,,,,,,
6034,20191201,20191201,2,0,9,4,1,4,5,3,3,4,4,2,1,0,0,0,0,0,0,0,0,1,1,1,,,2,1,-1,1,0,1,3,2000,,,0,0,1,0,,,,,,,,
6035,20191201,20191201,1,1,9,1,2,4,5,1,1,2,4,2,1,1,1,0,0,1,1,0,0,1,1,3,,,6,2,-4,2,1,1,8,50001,,,1,0,1,0,,,,,,,,
6036,20191201,20191201,2,0,9,1,1,3,2,2,1,3,2,2,1,1,0,1,0,0,1,1,0,1,1,3,,,6,3,-3,2,0,0,0,0,,,0,1,0,0,,,,,,,,
6037,20191201,20191201,1,1,9,1,1,3,1,1,2,1,3,2,1,1,0,1,0,1,0,0,0,1,1,2,,,5,2,-3,1,1,1,3,2000,,,1,1,1,1,,,,,,,,
6038,20191201,20191201,2,0,9,1,2,3,5,2,1,2,1,2,2,1,1,1,0,0,1,0,1,1,0,2,,,6,10,4,2,1,0,1,250,,,1,1,0,0,,,,,,,,
6039,20191201,20191201,3,0,9,1,2,3,3,1,2,1,3,2,1,1,1,1,1,1,0,0,0,1,1,2,,,7,10,3,0,1,1,5,7500,,,1,1,1,0,,,,,,,,
6040,20191201,20191201,1,1,9,1,2,3,3,2,2,1,3,2,1,1,1,1,1,0,0,0,0,1,1,2,,,6,5,-1,0,1,1,0,0,,,1,0,0,1,,,,,,,,
6041,20191201,20191201,1,1,9,1,1,3,5,1,3,1,4,2,2,1,0,1,0,1,0,0,0,1,0,1,,,4,2,-2,2,0,1,4,4000,,,0,0,0,1,,,,,,,,
6042,20191201,20191201,1,1,9,1,1,3,1,2,1,1,3,2,1,1,0,1,0,0,1,0,0,1,1,3,,,5,7,2,0,0,0,0,0,,,1,1,1,1,,,,,,,,
6043,20191201,20191201,1,1,9,1,2,3,4,1,1,4,3,2,1,1,1,1,0,1,1,0,0,1,1,3,,,7,3,-4,1,0,1,6,20000,,,1,1,1,1,,,,,,,,
6044,20191201,20191201,1,1,9,1,2,3,4,1,1,1,1,2,1,1,1,1,0,1,1,0,1,1,1,3,,,8,7,-1,2,1,1,2,750,,,1,1,1,1,,,,,,,,
6045,20191201,20191201,2,0,9,1,2,3,5,1,1,3,4,3,3,1,1,1,0,1,1,1,0,0,0,2,,,6,0,-6,3,0,1,0,0,,,0,1,1,1,,,,,,,,
6046,20191201,20191201,2,0,9,1,2,3,1,1,1,1,3,2,1,1,1,1,0,1,1,0,0,1,1,3,,,7,3,-4,1,0,1,3,2000,,,1,1,1,1,,,,,,,,
6047,20191201,20191201,2,0,9,4,4,4,5,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,,,1,1,1,0,,,,,,,,
6048,20191201,20191201,2,0,9,1,2,1,3,2,1,1,4,1,1,1,1,0,1,0,1,0,0,0,1,3,,,5,6,1,2,1,1,0,0,,,0,1,0,1,,,,,,,,
6049,20191201,20191201,2,0,9,1,2,3,5,3,2,3,4,2,1,1,1,1,0,0,0,1,0,1,1,2,,,6,3,-3,1,0,1,5,7500,,,,1,1,1,,,,,,,,
6050,20191201,20191201,2,0,9,1,2,3,5,1,1,3,1,3,1,1,1,1,0,1,1,1,1,0,1,3,,,8,6,-2,1,0,1,0,0,,,0,0,1,1,,,,,,,,
6051,20191201,20191201,2,0,9,1,2,3,1,1,1,1,2,1,1,1,1,1,0,1,1,0,0,0,1,3,,,6,6,0,2,1,1,0,0,,,0,0,0,1,,,,,,,,
6052,20191201,20191201,2,0,9,1,2,3,3,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,1,3,,,7,7,0,2,0,1,0,0,,,1,1,1,0,,,,,,,,
6053,20191201,20191201,2,0,9,1,1,1,1,3,3,4,3,2,1,1,0,0,0,0,0,0,0,1,1,2,,,3,2,-1,1,1,1,0,0,,,1,1,1,1,,,,,,,,
6054,20191201,20191201,2,0,9,1,2,3,5,1,1,4,4,2,1,1,1,1,0,1,1,0,0,1,1,3,,,7,5,-2,2,0,1,0,0,,,0,0,1,1,,,,,,,,
6055,20191201,20191201,1,1,9,1,2,3,1,2,1,3,1,2,1,1,1,1,0,0,1,1,1,1,1,3,,,8,6,-2,1,1,1,6,20000,,,1,1,1,0,,,,,,,,
6056,20191201,20191201,1,1,9,4,4,4,1,1,1,1,4,2,1,0,0,0,0,1,1,0,0,1,1,2,,,4,3,-1,2,0,1,6,20000,,,1,0,1,1,,,,,,,,
6057,20191201,20191201,1,1,9,1,2,3,2,1,1,3,2,1,1,1,1,1,0,1,1,1,0,0,1,3,,,7,5,-2,2,1,1,5,7500,,,0,0,1,1,,,,,,,,
6058,20191201,20191201,1,1,9,4,4,4,5,1,1,4,4,2,3,0,0,0,0,1,1,0,0,1,0,1,,,3,9,6,0,1,1,0,0,,,0,0,0,0,,,,,,,,
6059,20191201,20191201,1,1,9,1,1,3,1,2,1,3,2,3,1,1,0,1,0,0,1,1,0,0,1,3,,,5,3,-2,2,0,1,0,0,,,0,0,1,1,,,,,,,,
6060,20191201,20191201,2,0,9,1,1,2,1,1,1,1,1,2,1,1,0,0,0,1,1,0,1,1,1,3,,,6,,,1,1,1,0,0,,,0,1,1,1,,,,,,,,
6061,20191201,20191201,1,1,9,4,4,4,5,3,3,4,4,2,3,0,0,0,0,0,0,0,0,1,0,0,,,1,1,0,0,0,1,8,50001,,,0,1,0,0,,,,,,,,
6062,20191201,20191201,2,0,9,4,4,4,5,3,3,4,4,1,1,0,0,0,0,0,0,0,0,0,1,1,,,1,1,0,2,0,1,0,0,,,0,0,0,1,,,,,,,,
6063,20191201,20191201,2,0,9,4,1,4,5,3,3,4,4,2,3,0,0,0,0,0,0,0,0,1,0,0,,,1,0,-1,2,0,1,2,750,,,1,0,1,0,,,,,,,,
6064,20191201,20191201,2,0,9,1,1,3,5,1,1,3,4,1,1,1,0,1,0,1,1,1,0,0,1,3,,,6,3,-3,1,0,1,3,2000,,,0,0,1,0,,,,,,,,
6065,20191201,20191201,2,0,9,3,1,2,1,1,1,3,3,1,1,0,0,0,0,1,1,1,0,0,1,2,,,4,4,0,3,0,1,1,250,,,0,0,0,0,,,,,,,,
6066,20191201,20191201,1,1,9,1,1,2,5,3,1,3,4,2,1,1,0,0,0,0,1,1,0,1,1,3,,,5,2,-3,2,1,1,6,20000,,,1,1,1,1,,,,,,,,
6067,20191201,20191201,1,1,9,4,4,4,5,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,,,0,,,1,1,1,3,2000,,,1,1,0,0,,,,,,,,
6068,20191201,20191201,1,1,9,1,1,3,3,2,1,3,4,2,2,1,0,1,1,0,1,1,0,1,0,2,,,6,1,-5,1,0,1,1,250,,,0,0,1,1,,,,,,,,
6069,20191201,20191201,1,1,9,1,2,2,5,3,1,1,1,2,1,1,1,0,0,0,1,0,1,1,1,3,,,6,3,-3,2,1,0,0,0,,,0,0,0,0,,,,,,,,
6070,20191201,20191201,1,1,9,1,2,3,3,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,3,,,10,10,0,3,0,1,7,40000,,,0,0,0,0,,,,,,,,
6071,20191201,20191201,1,1,9,1,1,3,3,2,1,3,4,2,1,1,0,1,1,0,1,1,0,1,1,3,,,7,2,-5,1,0,0,0,0,,,1,0,1,1,,,,,,,,
6072,20191201,20191201,1,1,9,1,2,3,3,2,2,1,2,2,1,1,1,1,1,0,0,0,0,1,1,2,,,6,5,-1,2,0,1,0,0,,,0,0,1,0,,,,,,,,
6073,20191201,20191201,1,1,9,1,3,3,4,2,1,3,1,2,1,1,0,1,0,0,1,1,1,1,1,3,,,7,5,-2,2,1,0,6,20000,,,0,0,0,1,,,,,,,,
6074,20191201,20191201,1,1,9,1,2,3,4,1,1,3,3,1,1,1,1,1,0,1,1,1,0,0,1,3,,,7,5,-2,1,0,1,0,0,,,0,0,0,1,,,,,,,,
6075,20191201,20191201,1,1,9,1,2,3,1,1,1,3,4,3,1,1,1,1,0,1,1,1,0,0,1,3,,,7,3,-4,1,,1,3,2000,,,0,0,1,0,,,,,,,,
6076,20191201,20191201,1,1,9,2,4,3,1,1,3,4,4,2,1,0,0,1,0,1,0,0,0,1,1,1,,,4,1,-3,1,1,1,5,7500,,,1,1,0,1,,,,,,,,
6077,20191201,20191201,2,0,9,1,1,1,1,1,1,1,3,2,1,1,0,0,0,1,1,0,0,1,1,3,,,5,6,1,1,0,1,0,0,,,0,0,1,1,,,,,,,,
6078,20191201,20191201,2,0,9,1,1,3,,1,1,1,2,,1,1,0,1,0,1,1,0,0,0,1,3,,,5,10,5,0,0,1,0,0,,,0,1,1,0,,,,,,,,
6079,20191201,20191201,2,0,9,4,4,4,5,3,3,4,4,2,3,0,0,0,0,0,0,0,0,1,0,0,,,1,1,0,1,1,1,0,0,,,0,0,1,1,,,,,,,,
6080,20191201,20191201,1,1,9,3,2,3,4,1,1,4,4,2,1,0,1,1,0,1,1,0,0,1,1,2,,,6,3,-3,1,0,1,5,7500,,,0,0,0,0,,,,,,,,
6081,20191201,20191201,1,1,9,1,2,3,5,1,2,4,4,2,1,1,1,1,0,1,0,0,0,1,1,2,,,6,4,-2,1,0,1,0,0,,,1,1,1,1,,,,,,,,
6082,20191201,20191201,1,1,9,4,4,4,2,1,3,4,4,2,3,0,0,0,0,1,0,0,0,1,0,0,,,2,2,0,1,1,1,1,250,,,1,1,0,1,,,,,,,,
6083,20191201,20191201,1,1,9,1,2,3,3,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,3,,,9,5,-4,1,0,0,0,0,,,0,0,0,1,,,,,,,,
6084,20191201,20191201,2,0,9,1,1,3,1,1,1,3,1,2,1,1,0,1,0,1,1,1,1,1,1,3,,,8,5,-3,3,0,1,0,0,,,0,0,1,0,,,,,,,,
6085,20191201,20191201,1,1,9,1,2,4,5,2,1,4,4,2,1,1,1,0,0,0,1,0,0,1,1,3,,,5,3,-2,2,1,1,3,2000,,,1,1,0,0,,,,,,,,
6086,20191201,20191201,1,1,9,4,4,4,5,2,1,4,4,2,1,0,0,0,0,0,1,0,0,1,1,2,,,3,0,-3,2,1,1,3,2000,,,0,0,1,1,,,,,,,,
6087,20191201,20191201,1,1,9,4,4,4,5,3,3,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,,,0,10,10,0,0,0,7,40000,,,1,1,0,0,,,,,,,,
6088,20191201,20191201,1,1,9,1,1,2,5,1,1,1,4,2,1,1,0,0,0,1,1,0,0,1,1,3,,,5,5,0,2,,,,,,,,,,,,,,,,,,
6089,20191201,20191201,2,0,9,4,4,4,5,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,0,0,0,1,,,,,,,,
6090,20191201,20191201,1,1,9,3,1,3,3,1,2,3,4,1,1,0,0,1,1,1,0,1,0,0,1,1,,,5,5,0,1,0,1,0,0,,,1,1,1,1,,,,,,,,
6091,20191201,20191201,1,1,9,3,1,3,2,2,1,3,2,2,1,0,0,1,0,0,1,1,0,1,1,2,,,5,,,1,0,1,0,0,,,1,1,0,0,,,,,,,,
6092,20191201,20191201,1,1,9,1,2,4,5,1,1,3,3,3,3,1,1,0,0,1,1,1,0,0,0,2,,,5,2,-3,0,0,1,5,7500,,,0,0,1,1,,,,,,,,
6093,20191201,20191201,1,1,9,3,2,1,4,1,3,3,4,2,1,0,1,0,0,1,0,1,0,1,1,1,,,5,3,-2,2,0,1,4,4000,,,1,1,0,0,,,,,,,,
6094,20191201,20191201,2,0,9,1,1,1,1,2,1,1,1,2,1,1,0,0,0,0,1,0,1,1,1,3,,,5,2,-3,2,1,1,0,0,,,0,0,1,1,,,,,,,,
6095,20191201,20191201,2,0,9,2,1,1,5,2,3,4,4,2,1,0,0,0,0,0,0,0,0,1,1,1,,,2,1,-1,1,0,1,0,0,,,0,0,1,1,,,,,,,,
6096,20191201,20191201,2,0,9,4,4,1,2,1,2,1,4,2,1,0,0,0,0,1,0,0,0,1,1,1,,,3,1,-2,1,0,0,0,0,,,0,0,1,0,,,,,,,,
6097,20191201,20191201,2,0,9,1,2,3,5,1,1,4,1,1,1,1,1,1,0,1,1,0,1,0,1,3,,,7,4,-3,2,1,1,0,0,,,0,0,0,1,,,,,,,,
6098,20191201,20191201,1,1,9,1,3,3,5,3,1,4,1,2,1,1,0,1,0,0,1,0,1,1,1,3,,,6,3,-3,1,0,0,5,7500,,,1,1,0,0,,,,,,,,
6099,20191201,20191201,1,1,9,3,1,2,1,2,1,2,1,2,2,0,0,0,0,0,1,0,1,1,0,1,,,3,3,0,1,0,0,3,2000,,,1,1,0,1,,,,,,,,
6100,20191201,20191201,2,0,9,4,2,2,1,1,1,1,3,1,2,0,1,0,0,1,1,0,0,0,0,1,,,3,1,-2,2,1,1,1,250,,,0,0,1,1,,,,,,,,
6101,20191201,20191201,1,1,9,1,1,4,5,3,3,4,4,3,3,1,0,0,0,0,0,0,0,0,0,1,,,1,0,-1,1,0,1,5,7500,,,1,1,1,1,,,,,,,,
6102,20191201,20191201,1,1,9,1,2,1,3,2,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,3,,,6,7,1,0,0,1,5,7500,,,0,1,1,0,,,,,,,,
6103,20191201,20191201,1,1,9,1,1,4,5,1,1,4,4,3,3,1,0,0,0,1,1,0,0,0,0,2,,,3,0,-3,2,0,1,4,4000,,,1,1,1,0,,,,,,,,
